dni|nombre|tienda|vertical|puesto|departamento|fecha_ingreso|fecha_cese|tipo_salida|longitud_doc|departamento_original|gerencia_homologada
83964611|Alejandra Herrera Rodríguez|La Molina|Moda|Auxiliar De Logistica|Logística|2024-05-31|||8|Logística|Gerencia Operaciones
04543428|Carlos López García|La Molina|Tecnologia|Asistente De Caja|Cajas|2024-01-31|||8|Cajas|Gerencia Operaciones
00980118|Cristian Patricia Campos Paredes|La Molina|Hogar|Asistente Servicio Cliente|Servicio al Cliente|2025-08-22|||8|Servicio al Cliente|Gerencia Experiencia Cliente
84770720|Génesis Alejandro Chávez Mendoza|La Molina|Hogar|Asesor De Ventas|Ventas Hogar|2026-03-17|||8|Ventas Hogar|Gerencia Comercial
00477455|Renzo Elena Ponce Medina|La Molina|Tecnologia|Visual Merchandising|Visual Merchandising|2024-09-24|||8|Visual Merchandising|Gerencia Comercial
23685405|Álvaro Nicole Castillo Campos|La Molina|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-06-03|||8|Ventas Tecnología|Gerencia Comercial
00821659|Génesis Alejandro García Ponce|La Molina|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-03-21|||8|Utiles Escolares|Gerencia Comercial
12003576|Karen Isabel Navarro Mendoza|La Molina|Moda|Asesor De Ventas|Ventas Moda|2024-12-15|||8|Ventas Moda|Gerencia Comercial
36259501|Fiorella Fernanda Ponce Flores|Molina|Hogar|Asesor De Ventas|Ventas Hogar|2024-06-01|||8|Ventas Hogar|Gerencia Comercial
00970127|Carla Alejandro Ramírez Torres|La Molina|Hogar|Vendedor De Piso|Ventas Hogar|2025-07-19|||8|Ventas Hogar|Gerencia Comercial
47757637|Carlos Elena Cruz Valdivia|Molina|Moda|Vendedor De Piso|Ventas Moda|2025-09-24|||8|Ventas Moda|Gerencia Comercial
06406434|Lucía Isabel Espinoza Navarro|La Molina|Moda|Prevencionista|Prevención|2024-10-01|||8|Prevención|Gerencia Operaciones
08519846|Adrián Nicole Gómez Gómez|La Molina|Moda|Vendedor De Piso|Ventas Moda|2025-10-02|||8|Ventas Moda|Gerencia Comercial
25290520|Miguel Gabriela Vega Salazar|La Molina|Utiles Escolares|Asistente Servicio Cliente|Servicio al Cliente|2026-02-21|||8|Servicio al Cliente|Gerencia Experiencia Cliente
39714511|Karen Elena Valdivia Ponce|La Molina|Moda|Asesor De Ventas|Ventas Moda|2025-11-25|||8|Ventas Moda|Gerencia Comercial
32676819|Andrés Fernanda Chávez Chávez|La Molina|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-01-22|||8|Ventas Tecnología|Gerencia Comercial
62103930|María Isabel Valdivia Quispe|La Molina|Tecnologia|Auxiliar De Logistica|Logística|2024-03-25|||8|Logística|Gerencia Operaciones
30846470|Camila Fernanda Herrera Ponce|La Molina|Moda|Asesor De Ventas|Ventas Moda|2025-02-16|||8|Ventas Moda|Gerencia Comercial
41402750|Piero Isabel Navarro Medina|La Molina|Moda|Asesor De Ventas|Ventas Moda|2025-01-21|||8|Ventas Moda|Gerencia Comercial
32505983|Rocío Nicole Morales Espinoza|La Molina|Hogar|Prevencionista|Prevención|2025-01-12|||8|Prevención|Gerencia Operaciones
00724499|Jorge Isabel Salazar Torres|La Molina|Moda|Visual Merchandising|Visual Merchandising|2025-12-05|||8|Visual Merchandising|Gerencia Comercial
05244002|Alonso Jesús Campos Paredes|La Molina|Tecnologia|Asistente Servicio Cliente|Servicio al Cliente|2024-11-18|||8|Servicio al Cliente|Gerencia Experiencia Cliente
16713309|Génesis Eduardo Salazar Medina|Molina|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-08|||8|Utiles Escolares|Gerencia Comercial
86540006|Alonso Alejandro Aguilar Ramírez|La Molina|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-02-18|||8|Utiles Escolares|Gerencia Comercial
12891995|Rocío Gabriela Cruz Herrera|La Molina|Utiles Escolares|Auxiliar De Logistica|Logística|2025-02-02|||8|Logística|Gerencia Operaciones
04045762|Ximena Gabriela Paredes Herrera|La Molina|Hogar|Cajero(A)|Cajas|2024-01-28|||8|Cajas|Gerencia Operaciones
50739157|Andrea Isabel Chávez Soto|Molina|Moda|Vendedor De Piso|Ventas Moda|2025-12-05|||8|Ventas Moda|Gerencia Comercial
28782565|Milagros Fernanda Mendoza Aguilar|Molina|Moda|Auxiliar De Logistica|Logística|2025-11-27|||8|Logística|Gerencia Operaciones
85903846|Álvaro Antonio Herrera Soto|La Molina|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-06-22|||8|Utiles Escolares|Gerencia Comercial
04764065|Sebastián Eduardo Castillo Castillo|Bellavista|Moda|Vendedor De Piso|Ventas Moda|2024-01-28|2026-03-19|Voluntario|8|Ventas Moda|Gerencia Comercial
02478195|José Isabel Mendoza Navarro|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-12-09|2026-03-11|Voluntario|8|Ventas Tecnología|Gerencia Comercial
57635049|José Nicole López Paredes|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-08-31|2026-03-16|Fin de contrato|8|Ventas Tecnología|Gerencia Comercial
69927653|Camila Gabriela Quispe Aguilar|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-07-16|2026-03-28|Fin de contrato|8|Utiles Escolares|Gerencia Comercial
00668706|Adrián Eduardo Vega Aguilar|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-04-11|2026-03-03|Voluntario|8|Ventas Tecnología|Gerencia Comercial
65247422|Andrea Gabriela Cruz Herrera|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2024-07-06|2026-03-14|No voluntario|8|Ventas Hogar|Gerencia Comercial
00514590|Marco Nicole García Campos|Bellavista|Tecnologia|Vendedor De Piso|Ventas Tecnología|2024-09-27|2026-03-10|Fin de contrato|8|Ventas Tecnología|Gerencia Comercial
73958433|Karen Jesús Ramírez Flores|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-08-31|2026-03-16|Fin de contrato|8|Ventas Tecnología|Gerencia Comercial
92858915|Génesis Alejandro Navarro Vargas|Bellavista|Moda|Vendedor De Piso|Ventas Moda|2024-04-14|2026-03-22|Voluntario|8|Ventas Moda|Gerencia Comercial
60915117|Vanessa Jesús Quispe Cruz|Bella Vista|Tecnologia|Visual Merchandising|Visual Merchandising|2024-07-05|2026-03-30|Voluntario|8|Visual Merchandising|Gerencia Comercial
50548148|Álvaro Nicole Valdivia Castillo|Bella Vista|Tecnologia|Vendedor De Piso|Ventas Tecnología|2025-08-09|||8|Ventas Tecnología|Gerencia Comercial
49247913|Tatiana Eduardo Mendoza Rojas|Bellavista|Tecnologia|Cajero(A)|Cajas|2025-07-02|||8|Cajas|Gerencia Operaciones
83151731|Cristian Jesús Aguilar Torres|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-08-06|||8|Ventas Tecnología|Gerencia Comercial
75787408|Jorge Gabriela Castillo López|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-02-17|||8|Utiles Escolares|Gerencia Comercial
15899663|Daniela Alejandro Valdivia Carranza|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-17|||8|Utiles Escolares|Gerencia Comercial
01534066|Génesis Fernanda Valdivia Salazar|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2025-06-16|||8|Ventas Moda|Gerencia Comercial
46362553|Bruno Jesús Aguilar López|Bellavista|Moda|Asistente Servicio Cliente|Servicio al Cliente|2024-01-04|||8|Servicio al Cliente|Gerencia Experiencia Cliente
19862536|Valeria Nicole Ponce Mendoza|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2026-03-13|||8|Ventas Tecnología|Gerencia Comercial
50874044|Miguel Eduardo García Herrera|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2025-08-09|||8|Ventas Hogar|Gerencia Comercial
42203387|Bruno Isabel Espinoza Torres|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2025-06-25|||8|Ventas Hogar|Gerencia Comercial
41807179|Piero Aguilar Flores|Bellavista|Hogar|Cajero(A)|Cajas|2026-03-26|||8|Cajas|Gerencia Operaciones
69074303|Lucía Gabriela Rodríguez Flores|Bellavista|Moda|Auxiliar De Logistica|Logística|2025-11-14|||8|Logística|Gerencia Operaciones
09799727|Milagros Fernanda Espinoza Espinoza|Bellavista|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2024-03-24|||8|Utiles Escolares|Gerencia Comercial
00579908|Génesis Antonio Mejía Chávez|Bellavista|Moda|Auxiliar De Logistica|Logística|2025-10-25|||8|Logística|Gerencia Operaciones
26393187|Paola Ramírez Valdivia|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2025-06-18|||8|Ventas Hogar|Gerencia Comercial
66573852|Génesis Isabel Quispe Morales|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2024-01-18|||8|Ventas Moda|Gerencia Comercial
55350204|Génesis Jesús Vargas García|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-02-20|||8|Utiles Escolares|Gerencia Comercial
21705270|Génesis Antonio Cruz Cruz|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-02-18|||8|Ventas Tecnología|Gerencia Comercial
06308498|Sofía Eduardo Rodríguez Cárdenas|Bellavista|Moda|Vendedor De Piso|Ventas Moda|2024-03-09|||8|Ventas Moda|Gerencia Comercial
00963225|Diana Antonio Carranza García|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2024-12-19|||8|Ventas Moda|Gerencia Comercial
00028870|Bruno Eduardo Cruz Ramírez|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2025-09-09|||8|Ventas Moda|Gerencia Comercial
66638181|Valeria Gabriela Paredes Torres|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2025-04-23|||8|Ventas Moda|Gerencia Comercial
35613832|Sebastián Elena Rojas Flores|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2024-11-10|||8|Ventas Moda|Gerencia Comercial
07969281|Jorge Eduardo Carranza Torres|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2024-04-06|||8|Ventas Moda|Gerencia Comercial
99544123|Rocío Jesús Cárdenas Morales|Bellavista|Moda|Cajero(A)|Cajas|2025-04-19|||8|Cajas|Gerencia Operaciones
72073450|Kevin Torres Vega|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-08-26|||8|Utiles Escolares|Gerencia Comercial
98689359|Génesis Patricia Salazar Cruz|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-12-14|||8|Ventas Tecnología|Gerencia Comercial
23885610|Fiorella Gabriela García Rojas|Bellavista|Hogar|Vendedor De Piso|Ventas Hogar|2025-06-11|||8|Ventas Hogar|Gerencia Comercial
96627098|Lucía Cárdenas Paredes|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2025-07-11|||8|Ventas Moda|Gerencia Comercial
69662011|Renzo Alejandro Vargas Cruz|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2025-02-18|||8|Ventas Hogar|Gerencia Comercial
04319451|Valeria Fernanda Ponce Morales|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-06-24|||8|Utiles Escolares|Gerencia Comercial
45069786|Paola Antonio Ponce Vega|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-01-16|||8|Utiles Escolares|Gerencia Comercial
00482705|Tatiana Jesús Rojas Medina|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2026-02-27|||8|Ventas Hogar|Gerencia Comercial
71807096|Piero Eduardo Ramírez Castillo|Bellavista|Hogar|Vendedor De Piso|Ventas Hogar|2025-08-27|||8|Ventas Hogar|Gerencia Comercial
05171837|José Elena López Chávez|Bellavista|Tecnologia|Vendedor De Piso|Ventas Tecnología|2024-05-09|||8|Ventas Tecnología|Gerencia Comercial
39273807|Marco Elena Rojas Mejía|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2025-06-03|||8|Ventas Moda|Gerencia Comercial
60748113|Rocío Patricia Campos Cruz|Bellavista|Moda|Cajero(A)|Cajas|2024-12-21|||8|Cajas|Gerencia Operaciones
54008997|Carla Eduardo Herrera Cruz|Bellavista|Hogar|Asistente Servicio Cliente|Servicio al Cliente|2025-07-11|||8|Servicio al Cliente|Gerencia Experiencia Cliente
10567889|Miguel Ponce Carranza|Bellavista|Tecnologia|Visual Merchandising|Visual Merchandising|2026-03-09|||8|Visual Merchandising|Gerencia Comercial
83803711|Alejandra Nicole Gómez López|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2024-06-02|||8|Ventas Hogar|Gerencia Comercial
05224422|Diana Fernanda Ponce Navarro|Bellavista|Hogar|Auxiliar De Logistica|Logística|2026-02-06|||8|Logística|Gerencia Operaciones
07062144|Carlos Aguilar Mejía|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-01-12|||8|Utiles Escolares|Gerencia Comercial
61388572|Carlos Paredes Morales|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2025-12-03|||8|Ventas Hogar|Gerencia Comercial
03816263|Karen Gabriela Carranza Medina|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2024-10-01|||8|Ventas Moda|Gerencia Comercial
05771339|Andrés Herrera Chávez|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2024-07-09|||8|Ventas Hogar|Gerencia Comercial
76952328|Ximena Gabriela Morales Vega|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-07-13|||8|Ventas Tecnología|Gerencia Comercial
04967809|Ximena Gabriela Morales Medina|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-09|||8|Utiles Escolares|Gerencia Comercial
81695999|Camila Antonio Salazar Mejía|Bella Vista|Moda|Asesor De Ventas|Ventas Moda|2025-06-26|||8|Ventas Moda|Gerencia Comercial
03543928|Andrea Nicole Vega Quispe|Bellavista|Utiles Escolares|Visual Merchandising|Visual Merchandising|2025-01-09|||8|Visual Merchandising|Gerencia Comercial
01381888|Raúl Eduardo García Torres|Bellavista|Tecnologia|Prevencionista|Prevención|2026-03-02|||8|Prevención|Gerencia Operaciones
15293029|Génesis Patricia Morales Flores|Bella Vista|Moda|Asesor De Ventas|Ventas Moda|2024-03-17|||8|Ventas Moda|Gerencia Comercial
00158739|Camila Eduardo Quispe Soto|Bellavista|Moda|Vendedor De Piso|Ventas Moda|2026-03-23|||8|Ventas Moda|Gerencia Comercial
00251869|Adrián Fernanda Castillo Aguilar|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-12-01|||8|Utiles Escolares|Gerencia Comercial
57310317|Fiorella Alejandro García Castillo|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2024-08-31|||8|Ventas Moda|Gerencia Comercial
00795334|Valeria Jesús Carranza Quispe|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2026-02-27|||8|Ventas Moda|Gerencia Comercial
08172166|Andrés Patricia García Vega|Bellavista|Tecnologia|Vendedor De Piso|Ventas Tecnología|2025-07-28|||8|Ventas Tecnología|Gerencia Comercial
46850216|Andrés Fernanda Herrera Campos|Bellavista|Hogar|Vendedor De Piso|Ventas Hogar|2026-02-24|||8|Ventas Hogar|Gerencia Comercial
55869166|Paola Nicole Carranza Vega|Bellavista|Tecnologia|Asistente Servicio Cliente|Servicio al Cliente|2025-06-02|||8|Servicio al Cliente|Gerencia Experiencia Cliente
45369670|Piero Nicole Valdivia Rojas|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2025-06-06|||8|Ventas Moda|Gerencia Comercial
17400241|Milagros Antonio Rodríguez Campos|Bellavista|Tecnologia|Cajero(A)|Cajas|2025-05-29|||8|Cajas|Gerencia Operaciones
21030333|Camila Salazar Medina|Bellavista|Moda|Cajero(A)|Cajas|2024-02-13|||8|Cajas|Gerencia Operaciones
15633493|Fiorella Antonio Torres García|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-10-20|||8|Ventas Tecnología|Gerencia Comercial
85060511|Adrián Paredes Soto|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2025-10-10|||8|Ventas Hogar|Gerencia Comercial
78809772|Andrea Jesús Gómez Mejía|Bellavista|Moda|Vendedor De Piso|Ventas Moda|2025-01-30|||8|Ventas Moda|Gerencia Comercial
86421540|Luis Jesús Vargas Mejía|Bellavista|Utiles Escolares|Cajero(A)|Cajas|2024-10-26|||8|Cajas|Gerencia Operaciones
00675394|Adrián Nicole Campos Espinoza|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-03-12|||8|Ventas Tecnología|Gerencia Comercial
01513687|Luis Soto Castillo|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-07-23|||8|Utiles Escolares|Gerencia Comercial
05849749|Sebastián Eduardo López Herrera|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-09-07|||8|Utiles Escolares|Gerencia Comercial
69716225|Sofía Jesús Campos Morales|Bellavista|Hogar|Vendedor De Piso|Ventas Hogar|2025-02-17|||8|Ventas Hogar|Gerencia Comercial
04353102|Andrés Gabriela Mendoza Mejía|Bellavista|Tecnologia|Asistente Servicio Cliente|Servicio al Cliente|2025-07-29|||8|Servicio al Cliente|Gerencia Experiencia Cliente
68675617|Sofía Gabriela Aguilar Ponce|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-04-02|||8|Ventas Tecnología|Gerencia Comercial
96507129|Bruno Gómez Morales|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-07-05|||8|Ventas Tecnología|Gerencia Comercial
29261475|Vanessa Jesús Espinoza Cárdenas|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-15|||8|Utiles Escolares|Gerencia Comercial
02618294|Daniela Jesús Paredes Chávez|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-08-03|||8|Utiles Escolares|Gerencia Comercial
00794620|Melissa Jesús Salazar Aguilar|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2025-10-17|||8|Ventas Hogar|Gerencia Comercial
43077013|Marco Isabel Ramírez Paredes|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2024-07-27|||8|Ventas Moda|Gerencia Comercial
09002041|Carlos Elena Rojas Vega|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2025-02-06|||8|Ventas Hogar|Gerencia Comercial
78250391|Adrián Elena Morales Carranza|Bella Vista|Hogar|Asistente Servicio Cliente|Servicio al Cliente|2025-09-10|||8|Servicio al Cliente|Gerencia Experiencia Cliente
62982483|Andrea Antonio Torres Gómez|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-09-02|||8|Utiles Escolares|Gerencia Comercial
03868615|Kevin Jesús Campos Vargas|Bellavista|Hogar|Cajero(A)|Cajas|2024-06-01|||8|Cajas|Gerencia Operaciones
06068073|Melissa Patricia Castillo Campos|Bellavista|Hogar|Vendedor De Piso|Ventas Hogar|2024-02-08|||8|Ventas Hogar|Gerencia Comercial
28364338|Camila Navarro Vargas|Bellavista|Utiles Escolares|Prevencionista|Prevención|2025-12-01|||8|Prevención|Gerencia Operaciones
02426935|Marco Eduardo Cárdenas Quispe|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2024-07-25|||8|Ventas Moda|Gerencia Comercial
09013189|Sebastián Eduardo Mejía Chávez|Bella Vista|Tecnologia|Vendedor De Piso|Ventas Tecnología|2025-04-16|||8|Ventas Tecnología|Gerencia Comercial
22578794|Vanessa Fernanda Ponce García|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-08-14|||8|Ventas Tecnología|Gerencia Comercial
08736393|Milagros Eduardo Cárdenas García|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-01-22|||8|Utiles Escolares|Gerencia Comercial
00190777|Bruno Jesús Quispe Flores|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2025-08-30|||8|Ventas Tecnología|Gerencia Comercial
92278849|Sofía Gabriela Carranza Cruz|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-04-30|||8|Ventas Tecnología|Gerencia Comercial
00660384|Lucía Antonio Mendoza Cárdenas|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-04-01|||8|Ventas Tecnología|Gerencia Comercial
97139331|Karen Patricia Cárdenas Salazar|Bellavista|Moda|Vendedor De Piso|Ventas Moda|2024-05-19|||8|Ventas Moda|Gerencia Comercial
25929473|Ximena Eduardo Herrera García|Bella Vista|Moda|Asesor De Ventas|Ventas Moda|2025-08-08|||8|Ventas Moda|Gerencia Comercial
20183236|Álvaro Jesús Paredes Rodríguez|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-04-16|||8|Ventas Tecnología|Gerencia Comercial
18972517|Luis Elena Ponce Rojas|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2025-06-21|||8|Ventas Moda|Gerencia Comercial
09476527|Camila Fernanda Chávez Quispe|Bellavista|Utiles Escolares|Visual Merchandising|Visual Merchandising|2024-01-18|||8|Visual Merchandising|Gerencia Comercial
93322343|Carlos Antonio Salazar Carranza|Bellavista|Tecnologia|Auxiliar De Logistica|Logística|2026-03-08|||8|Logística|Gerencia Operaciones
43940736|María Isabel Cruz Cárdenas|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-07-16|||8|Utiles Escolares|Gerencia Comercial
19004006|Jorge Gabriela Paredes Vargas|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2024-01-27|||8|Ventas Moda|Gerencia Comercial
08194532|Milagros Alejandro Carranza Chávez|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-10-11|||8|Ventas Tecnología|Gerencia Comercial
07546641|Álvaro Nicole Valdivia Aguilar|Bellavista|Moda|Cajero(A)|Cajas|2024-08-21|||8|Cajas|Gerencia Operaciones
00273282|Álvaro Alejandro Salazar Flores|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-10-08|||8|Utiles Escolares|Gerencia Comercial
85977694|Alejandra Isabel Castillo Rodríguez|Bella Vista|Moda|Asesor De Ventas|Ventas Moda|2025-07-31|||8|Ventas Moda|Gerencia Comercial
57165365|Matías Isabel Gómez Espinoza|Bella Vista|Hogar|Asesor De Ventas|Ventas Hogar|2024-10-18|||8|Ventas Hogar|Gerencia Comercial
06022169|Bruno Nicole Paredes Flores|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-04-23|||8|Utiles Escolares|Gerencia Comercial
03604332|Diego Patricia Morales Ramírez|Bellavista|Moda|Vendedor De Piso|Ventas Moda|2025-04-05|||8|Ventas Moda|Gerencia Comercial
90051979|Kevin Jesús Medina García|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2026-01-14|||8|Ventas Tecnología|Gerencia Comercial
00331337|Paola Antonio Salazar Flores|Bellavista|Utiles Escolares|Asistente Servicio Cliente|Servicio al Cliente|2024-07-19|||8|Servicio al Cliente|Gerencia Experiencia Cliente
48568857|Piero Patricia Soto Torres|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2024-10-21|||8|Ventas Hogar|Gerencia Comercial
08497609|Diana Nicole Ponce Vargas|Bellavista|Moda|Auxiliar De Logistica|Logística|2025-08-01|||8|Logística|Gerencia Operaciones
07555833|Luis Fernanda Torres Ponce|Bellavista|Hogar|Vendedor De Piso|Ventas Hogar|2024-01-31|||8|Ventas Hogar|Gerencia Comercial
58816883|Alejandra Jesús Rodríguez Vargas|Bellavista|Hogar|Auxiliar De Logistica|Logística|2024-09-17|||8|Logística|Gerencia Operaciones
00406326|Piero Gabriela Ramírez Ramírez|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-01-20|||8|Ventas Tecnología|Gerencia Comercial
09201470|Jorge Patricia Medina Gómez|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2026-02-12|||8|Utiles Escolares|Gerencia Comercial
08026462|Matías Nicole Cruz Herrera|Bellavista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2026-02-05|||8|Ventas Tecnología|Gerencia Comercial
00506262|Miguel Fernanda Campos Morales|Bella Vista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-08-10|||8|Utiles Escolares|Gerencia Comercial
40047069|Génesis Patricia Cárdenas Cárdenas|Bella Vista|Utiles Escolares|Vendedor De Piso|Utiles Escolares|2025-08-26|||8|Utiles Escolares|Gerencia Comercial
00076700|Sofía Elena Carranza Ponce|Bella Vista|Hogar|Vendedor De Piso|Ventas Hogar|2024-08-17|||8|Ventas Hogar|Gerencia Comercial
00374257|María Antonio Mendoza Torres|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2026-02-06|||8|Ventas Moda|Gerencia Comercial
03418451|Adrián Fernanda Ramírez Morales|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2024-09-29|||8|Ventas Hogar|Gerencia Comercial
78330673|Bruno Elena Carranza Campos|Bellavista|Moda|Asesor De Ventas|Ventas Moda|2024-10-23|||8|Ventas Moda|Gerencia Comercial
03630859|Jorge Nicole Carranza Espinoza|Bellavista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2024-05-22|||8|Utiles Escolares|Gerencia Comercial
88785162|Carlos Campos Ponce|Bellavista|Utiles Escolares|Asistente Servicio Cliente|Servicio al Cliente|2024-06-11|||8|Servicio al Cliente|Gerencia Experiencia Cliente
91951386|Milagros Elena Navarro Castillo|Bellavista|Tecnologia|Vendedor De Piso|Ventas Tecnología|2025-01-13|||8|Ventas Tecnología|Gerencia Comercial
59753983|Diana Nicole Valdivia Medina|Bella Vista|Tecnologia|Asesor De Ventas|Ventas Tecnología|2024-03-26|||8|Ventas Tecnología|Gerencia Comercial
01920436|Bruno Patricia Aguilar Aguilar|Bellavista|Utiles Escolares|Prevencionista|Prevención|2024-11-07|||8|Prevención|Gerencia Operaciones
50270490|Luis Nicole Morales Flores|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2025-06-03|||8|Ventas Hogar|Gerencia Comercial
63621929|Adrián Eduardo Quispe Medina|Bellavista|Utiles Escolares|Auxiliar De Logistica|Logística|2024-11-23|||8|Logística|Gerencia Operaciones
11378653|Rocío Patricia Ponce Espinoza|Bella Vista|Utiles Escolares|Asesor De Ventas|Utiles Escolares|2025-11-15|||8|Utiles Escolares|Gerencia Comercial
20291314|Lucía Elena Ponce Cárdenas|Bellavista|Tecnologia|Vendedor De Piso|Ventas Tecnología|2025-05-31|||8|Ventas Tecnología|Gerencia Comercial
05926147|Diego Elena Ramírez Paredes|Bellavista|Tecnologia|Auxiliar De Logistica|Logística|2025-12-31|||8|Logística|Gerencia Operaciones
23860468|Melissa Nicole Salazar Rojas|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2024-09-11|||8|Ventas Hogar|Gerencia Comercial
00999161|Génesis Gabriela López Valdivia|Bellavista|Utiles Escolares|Cajero(A)|Cajas|2024-10-26|||8|Cajas|Gerencia Operaciones
06784402|Milagros Gabriela García Vega|Bella Vista|Moda|Asesor De Ventas|Ventas Moda|2024-09-11|||8|Ventas Moda|Gerencia Comercial
20628501|Kevin Gabriela Mendoza Morales|Bellavista|Hogar|Asesor De Ventas|Ventas Hogar|2024-01-12|||8|Ventas Hogar|Gerencia Comercial
03478429|Rocío Elena Campos Cruz|Bellavista|Utiles Escolares|Visual Merchandising|Visual Merchandising|2025-07-09|||8|Visual Merchandising|Gerencia Comercial
